TransactionID,UserID,CourseID,TransactionDate,Amount,PaymentMethod,TeacherID,UserName,Age,Gender,Email,AgeGroup,CourseName,CourseCategory,CourseType,CourseLevel,CoursePrice,CourseDuration,CourseRating,TransactionYear,TransactionMonth,TransactionMonthName,TransactionQuarter,DayOfWeek,UserEnrollmentCount,LearnerActivityTier,IsFreeCourse
TT00015,U00015,CR00046,2025-02-19,248.1,Bank Transfer,TC00040,tbaker,27,Female,kelly33@yahoo.com,26–35,AI for Beginners,Artificial Intelligence,Paid,Beginner,248.1,9.4,1.2,2025,2,Feb 2025,Q1 2025,Wednesday,14,Power Learner (8+),False
TT00016,U00015,CR00040,2025-12-22,327.99,Credit Card,TC00040,tbaker,27,Female,kelly33@yahoo.com,26–35,Leadership in Projects,Project Management,Paid,Beginner,327.99,12.13,1.51,2025,12,Dec 2025,Q4 2025,Monday,14,Power Learner (8+),False
TT00017,U00015,CR00019,2025-07-14,0.0,Bank Transfer,TC00042,tbaker,27,Female,kelly33@yahoo.com,26–35,Content Marketing,Marketing,Free,Advanced,0.0,18.0,2.98,2025,7,Jul 2025,Q3 2025,Monday,14,Power Learner (8+),True
TT00018,U00018,CR00046,2025-05-22,248.1,Credit Card,TC00040,nicole97,24,Female,aprilharrell@hotmail.com,18–25,AI for Beginners,Artificial Intelligence,Paid,Beginner,248.1,9.4,1.2,2025,5,May 2025,Q2 2025,Thursday,16,Power Learner (8+),False
TT00019,U00018,CR00047,2025-04-21,89.59,PayPal,TC00040,nicole97,24,Female,aprilharrell@hotmail.com,18–25,Natural Language Processing,Artificial Intelligence,Paid,Intermediate,89.59,1.55,2.68,2025,4,Apr 2025,Q2 2025,Monday,16,Power Learner (8+),False
TT00020,U00018,CR00045,2025-01-12,0.0,Credit Card,TC00040,nicole97,24,Female,aprilharrell@hotmail.com,18–25,Financial Modeling,Finance,Free,Advanced,0.0,6.36,1.59,2025,1,Jan 2025,Q1 2025,Sunday,16,Power Learner (8+),True
TT00021,U00018,CR00001,2025-03-24,472.28,PayPal,TC00042,nicole97,24,Female,aprilharrell@hotmail.com,18–25,Python Basics,Programming,Paid,Beginner,472.28,11.0,4.74,2025,3,Mar 2025,Q1 2025,Monday,16,Power Learner (8+),False
TT00022,U00018,CR00029,2025-01-20,0.0,Credit Card,TC00042,nicole97,24,Female,aprilharrell@hotmail.com,18–25,Natural Language Processing,Machine Learning,Free,Beginner,0.0,16.33,1.13,2025,1,Jan 2025,Q1 2025,Monday,16,Power Learner (8+),True
TT00023,U00028,CR00040,2025-05-06,327.99,Bank Transfer,TC00042,zgomez,30,Female,rwhitaker@outlook.com,26–35,Leadership in Projects,Project Management,Paid,Beginner,327.99,12.13,1.51,2025,5,May 2025,Q2 2025,Tuesday,12,Power Learner (8+),False
TT00024,U00028,CR00010,2025-08-12,0.0,Bank Transfer,TC00042,zgomez,30,Female,rwhitaker@outlook.com,26–35,3D Modeling,Design,Free,Advanced,0.0,15.29,4.45,2025,8,Aug 2025,Q3 2025,Tuesday,12,Power Learner (8+),True
TT00025,U00028,CR00056,2025-03-04,212.39,Credit Card,TC00040,zgomez,30,Female,rwhitaker@outlook.com,26–35,Google Ads Mastery,Digital Marketing,Paid,Advanced,212.39,22.89,3.15,2025,3,Mar 2025,Q1 2025,Tuesday,12,Power Learner (8+),False
TT00026,U00028,CR00021,2025-04-17,0.0,Credit Card,TC00040,zgomez,30,Female,rwhitaker@outlook.com,26–35,Data Analysis with Python,Data Science,Free,Intermediate,0.0,1.2,3.6,2025,4,Apr 2025,Q2 2025,Thursday,12,Power Learner (8+),True
TT00027,U00028,CR00031,2025-04-20,0.0,Bank Transfer,TC00040,zgomez,30,Female,rwhitaker@outlook.com,26–35,Network Security,Cybersecurity,Free,Intermediate,0.0,26.52,1.91,2025,4,Apr 2025,Q2 2025,Sunday,12,Power Learner (8+),True
TT00028,U00045,CR00043,2025-05-06,0.0,Credit Card,TC00040,rodneystevens,23,Female,mitchellwilliam@yahoo.com,18–25,Corporate Finance,Finance,Free,Beginner,0.0,31.77,4.14,2025,5,May 2025,Q2 2025,Tuesday,14,Power Learner (8+),True
TT00029,U00045,CR00036,2025-04-28,0.0,PayPal,TC00040,rodneystevens,23,Female,mitchellwilliam@yahoo.com,18–25,Agile Project Management,Project Management,Free,Beginner,0.0,15.75,4.68,2025,4,Apr 2025,Q2 2025,Monday,14,Power Learner (8+),True
TT00030,U00045,CR00045,2025-07-10,0.0,Bank Transfer,TC00040,rodneystevens,23,Female,mitchellwilliam@yahoo.com,18–25,Financial Modeling,Finance,Free,Advanced,0.0,6.36,1.59,2025,7,Jul 2025,Q3 2025,Thursday,14,Power Learner (8+),True
TT00031,U00045,CR00035,2025-07-27,0.0,Credit Card,TC00040,rodneystevens,23,Female,mitchellwilliam@yahoo.com,18–25,Cyber Threat Intelligence,Cybersecurity,Free,Beginner,0.0,42.59,4.94,2025,7,Jul 2025,Q3 2025,Sunday,14,Power Learner (8+),True
TT00032,U00048,CR00022,2025-11-19,0.0,Bank Transfer,TC00040,willie71,19,Male,zgarza@hotmail.com,18–25,Data Visualization,Data Science,Free,Beginner,0.0,32.64,3.65,2025,11,Nov 2025,Q4 2025,Wednesday,13,Power Learner (8+),True
TT00033,U00048,CR00016,2025-03-21,0.0,Bank Transfer,TC00040,willie71,19,Male,zgarza@hotmail.com,18–25,Digital Marketing,Marketing,Free,Intermediate,0.0,42.68,4.72,2025,3,Mar 2025,Q1 2025,Friday,13,Power Learner (8+),True
TT00034,U00048,CR00037,2025-05-25,0.0,PayPal,TC00040,willie71,19,Male,zgarza@hotmail.com,18–25,Scrum Essentials,Project Management,Free,Intermediate,0.0,33.93,3.45,2025,5,May 2025,Q2 2025,Sunday,13,Power Learner (8+),True
TT00035,U00048,CR00025,2025-05-08,299.57,Credit Card,TC00040,willie71,19,Male,zgarza@hotmail.com,18–25,Statistical Analysis,Data Science,Paid,Beginner,299.57,48.32,3.74,2025,5,May 2025,Q2 2025,Thursday,13,Power Learner (8+),False
TT00036,U00055,CR00058,2025-04-29,0.0,Bank Transfer,TC00040,hallandrea,31,Female,michelle73@gmail.com,26–35,Social Media Strategy,Digital Marketing,Free,Beginner,0.0,1.46,4.44,2025,4,Apr 2025,Q2 2025,Tuesday,16,Power Learner (8+),True
TT00037,U00055,CR00057,2025-05-17,177.34,PayPal,TC00040,hallandrea,31,Female,michelle73@gmail.com,26–35,SEO for E-commerce,Digital Marketing,Paid,Advanced,177.34,49.73,3.89,2025,5,May 2025,Q2 2025,Saturday,16,Power Learner (8+),False
TT00038,U00055,CR00014,2025-09-21,0.0,Credit Card,TC00040,hallandrea,31,Female,michelle73@gmail.com,26–35,Sales Mastery,Business,Free,Advanced,0.0,22.29,3.15,2025,9,Sep 2025,Q3 2025,Sunday,16,Power Learner (8+),True
TT00039,U00055,CR00016,2025-06-02,0.0,Credit Card,TC00042,hallandrea,31,Female,michelle73@gmail.com,26–35,Digital Marketing,Marketing,Free,Intermediate,0.0,42.68,4.72,2025,6,Jun 2025,Q2 2025,Monday,16,Power Learner (8+),True
TT00040,U00055,CR00051,2025-09-14,37.89,PayPal,TC00042,hallandrea,31,Female,michelle73@gmail.com,26–35,HTML & CSS,Web Development,Paid,Advanced,37.89,24.11,1.3,2025,9,Sep 2025,Q3 2025,Sunday,16,Power Learner (8+),False
TT00041,U00071,CR00025,2025-03-02,299.57,Credit Card,TC00042,kevin94,30,Female,gonzalezchristine@hotmail.com,26–35,Statistical Analysis,Data Science,Paid,Beginner,299.57,48.32,3.74,2025,3,Mar 2025,Q1 2025,Sunday,14,Power Learner (8+),False
TT00042,U00071,CR00048,2025-03-18,0.0,Bank Transfer,TC00042,kevin94,30,Female,gonzalezchristine@hotmail.com,26–35,AI Ethics,Artificial Intelligence,Free,Beginner,0.0,42.7,3.64,2025,3,Mar 2025,Q1 2025,Tuesday,14,Power Learner (8+),True
TT00043,U00071,CR00015,2025-10-16,285.05,Bank Transfer,TC00040,kevin94,30,Female,gonzalezchristine@hotmail.com,26–35,Leadership Essentials,Business,Paid,Beginner,285.05,34.78,1.96,2025,10,Oct 2025,Q4 2025,Thursday,14,Power Learner (8+),False
TT00044,U00083,CR00028,2025-12-08,0.78,PayPal,TC00042,james92,16,Male,kconrad@gmail.com,<18,Deep Learning,Machine Learning,Paid,Advanced,0.78,44.96,3.89,2025,12,Dec 2025,Q4 2025,Monday,15,Power Learner (8+),False
TT00045,U00083,CR00054,2025-09-09,0.0,Bank Transfer,TC00042,james92,16,Male,kconrad@gmail.com,<18,Backend Development with Node.js,Web Development,Free,Beginner,0.0,48.57,3.32,2025,9,Sep 2025,Q3 2025,Tuesday,15,Power Learner (8+),True
TT00046,U00083,CR00044,2025-09-21,119.04,Credit Card,TC00040,james92,16,Male,kconrad@gmail.com,<18,Personal Finance,Finance,Paid,Intermediate,119.04,23.41,2.75,2025,9,Sep 2025,Q3 2025,Sunday,15,Power Learner (8+),False
TT00047,U00083,CR00040,2025-11-15,327.99,PayPal,TC00040,james92,16,Male,kconrad@gmail.com,<18,Leadership in Projects,Project Management,Paid,Beginner,327.99,12.13,1.51,2025,11,Nov 2025,Q4 2025,Saturday,15,Power Learner (8+),False
TT00048,U00085,CR00035,2025-11-11,0.0,Bank Transfer,TC00040,scottluna,22,Female,adam86@yahoo.com,18–25,Cyber Threat Intelligence,Cybersecurity,Free,Beginner,0.0,42.59,4.94,2025,11,Nov 2025,Q4 2025,Tuesday,13,Power Learner (8+),True
TT00049,U00085,CR00053,2025-06-15,0.0,Credit Card,TC00040,scottluna,22,Female,adam86@yahoo.com,18–25,React for Beginners,Web Development,Free,Advanced,0.0,40.07,2.67,2025,6,Jun 2025,Q2 2025,Sunday,13,Power Learner (8+),True
TT00050,U00085,CR00002,2025-03-01,0.0,Credit Card,TC00042,scottluna,22,Female,adam86@yahoo.com,18–25,Java Programming,Programming,Free,Intermediate,0.0,37.7,2.43,2025,3,Mar 2025,Q1 2025,Saturday,13,Power Learner (8+),True
TT00051,U00109,CR00002,2025-04-26,0.0,PayPal,TC00040,amyschmidt,15,Female,alicia06@yahoo.com,<18,Java Programming,Programming,Free,Intermediate,0.0,37.7,2.43,2025,4,Apr 2025,Q2 2025,Saturday,14,Power Learner (8+),True
TT00052,U00109,CR00023,2025-02-11,0.0,Credit Card,TC00040,amyschmidt,15,Female,alicia06@yahoo.com,<18,Machine Learning Fundamentals,Data Science,Free,Intermediate,0.0,9.71,3.02,2025,2,Feb 2025,Q1 2025,Tuesday,14,Power Learner (8+),True
TT00053,U00109,CR00054,2025-02-21,0.0,Credit Card,TC00040,amyschmidt,15,Female,alicia06@yahoo.com,<18,Backend Development with Node.js,Web Development,Free,Beginner,0.0,48.57,3.32,2025,2,Feb 2025,Q1 2025,Friday,14,Power Learner (8+),True
TT00054,U00112,CR00024,2025-10-21,117.68,PayPal,TC00042,williamswilliam,34,Female,qmiller@yahoo.com,26–35,Big Data Analytics,Data Science,Paid,Advanced,117.68,48.09,2.57,2025,10,Oct 2025,Q4 2025,Tuesday,14,Power Learner (8+),False
TT00055,U00112,CR00036,2025-04-07,0.0,PayPal,TC00040,williamswilliam,34,Female,qmiller@yahoo.com,26–35,Agile Project Management,Project Management,Free,Beginner,0.0,15.75,4.68,2025,4,Apr 2025,Q2 2025,Monday,14,Power Learner (8+),True
TT00056,U00112,CR00007,2025-02-22,0.0,PayPal,TC00040,williamswilliam,34,Female,qmiller@yahoo.com,26–35,UI/UX Design,Design,Free,Advanced,0.0,48.68,2.61,2025,2,Feb 2025,Q1 2025,Saturday,14,Power Learner (8+),True
TT00057,U00112,CR00016,2025-06-05,0.0,Bank Transfer,TC00042,williamswilliam,34,Female,qmiller@yahoo.com,26–35,Digital Marketing,Marketing,Free,Intermediate,0.0,42.68,4.72,2025,6,Jun 2025,Q2 2025,Thursday,14,Power Learner (8+),True
TT00058,U00112,CR00023,2025-02-25,0.0,PayPal,TC00040,williamswilliam,34,Female,qmiller@yahoo.com,26–35,Machine Learning Fundamentals,Data Science,Free,Intermediate,0.0,9.71,3.02,2025,2,Feb 2025,Q1 2025,Tuesday,14,Power Learner (8+),True
TT00059,U00117,CR00008,2025-10-15,0.0,PayPal,TC00042,kristin26,19,Female,megan10@gmail.com,18–25,Photoshop Mastery,Design,Free,Advanced,0.0,2.87,1.52,2025,10,Oct 2025,Q4 2025,Wednesday,13,Power Learner (8+),True
TT00060,U00117,CR00027,2025-08-03,0.0,Credit Card,TC00042,kristin26,19,Female,megan10@gmail.com,18–25,Neural Networks,Machine Learning,Free,Advanced,0.0,9.3,1.81,2025,8,Aug 2025,Q3 2025,Sunday,13,Power Learner (8+),True
TT00061,U00117,CR00001,2025-11-28,472.28,PayPal,TC00040,kristin26,19,Female,megan10@gmail.com,18–25,Python Basics,Programming,Paid,Beginner,472.28,11.0,4.74,2025,11,Nov 2025,Q4 2025,Friday,13,Power Learner (8+),False
TT00062,U00126,CR00060,2025-07-17,0.0,PayPal,TC00042,zhall,23,Female,juliecervantes@yahoo.com,18–25,Content Creation,Digital Marketing,Free,Beginner,0.0,8.95,2.14,2025,7,Jul 2025,Q3 2025,Thursday,14,Power Learner (8+),True
TT00063,U00126,CR00036,2025-10-01,0.0,Credit Card,TC00042,zhall,23,Female,juliecervantes@yahoo.com,18–25,Agile Project Management,Project Management,Free,Beginner,0.0,15.75,4.68,2025,10,Oct 2025,Q4 2025,Wednesday,14,Power Learner (8+),True
TT00064,U00126,CR00050,2025-01-06,490.9,Bank Transfer,TC00042,zhall,23,Female,juliecervantes@yahoo.com,18–25,Computer Vision,Artificial Intelligence,Paid,Beginner,490.9,7.55,4.55,2025,1,Jan 2025,Q1 2025,Monday,14,Power Learner (8+),False
TT00065,U00126,CR00028,2025-04-16,0.78,Credit Card,TC00042,zhall,23,Female,juliecervantes@yahoo.com,18–25,Deep Learning,Machine Learning,Paid,Advanced,0.78,44.96,3.89,2025,4,Apr 2025,Q2 2025,Wednesday,14,Power Learner (8+),False
TT00066,U00128,CR00027,2025-02-21,0.0,Credit Card,TC00042,misty15,35,Female,thomasharris@yahoo.com,26–35,Neural Networks,Machine Learning,Free,Advanced,0.0,9.3,1.81,2025,2,Feb 2025,Q1 2025,Friday,13,Power Learner (8+),True
TT00067,U00128,CR00054,2025-12-10,0.0,PayPal,TC00042,misty15,35,Female,thomasharris@yahoo.com,26–35,Backend Development with Node.js,Web Development,Free,Beginner,0.0,48.57,3.32,2025,12,Dec 2025,Q4 2025,Wednesday,13,Power Learner (8+),True
TT00068,U00128,CR00050,2025-01-03,490.9,Credit Card,TC00040,misty15,35,Female,thomasharris@yahoo.com,26–35,Computer Vision,Artificial Intelligence,Paid,Beginner,490.9,7.55,4.55,2025,1,Jan 2025,Q1 2025,Friday,13,Power Learner (8+),False
TT00069,U00133,CR00052,2025-06-05,0.0,Credit Card,TC00042,mccarthyscott,21,Male,raymondthomas@gmail.com,18–25,JavaScript Mastery,Web Development,Free,Beginner,0.0,40.76,2.2,2025,6,Jun 2025,Q2 2025,Thursday,14,Power Learner (8+),True
TT00070,U00133,CR00010,2025-07-19,0.0,PayPal,TC00042,mccarthyscott,21,Male,raymondthomas@gmail.com,18–25,3D Modeling,Design,Free,Advanced,0.0,15.29,4.45,2025,7,Jul 2025,Q3 2025,Saturday,14,Power Learner (8+),True
TT00071,U00133,CR00041,2025-10-10,53.86,Credit Card,TC00042,mccarthyscott,21,Male,raymondthomas@gmail.com,18–25,Financial Accounting,Finance,Paid,Beginner,53.86,47.08,2.47,2025,10,Oct 2025,Q4 2025,Friday,14,Power Learner (8+),False
TT00072,U00133,CR00055,2025-07-05,57.32,Credit Card,TC00040,mccarthyscott,21,Male,raymondthomas@gmail.com,18–25,Full-Stack Web Development,Web Development,Paid,Advanced,57.32,43.95,4.74,2025,7,Jul 2025,Q3 2025,Saturday,14,Power Learner (8+),False
TT00073,U00133,CR00004,2025-03-24,0.0,Credit Card,TC00040,mccarthyscott,21,Male,raymondthomas@gmail.com,18–25,Advanced Python,Programming,Free,Beginner,0.0,45.13,2.88,2025,3,Mar 2025,Q1 2025,Monday,14,Power Learner (8+),True
TT00074,U00134,CR00055,2025-02-11,57.32,PayPal,TC00040,syoung,26,Female,kroy@gmail.com,26–35,Full-Stack Web Development,Web Development,Paid,Advanced,57.32,43.95,4.74,2025,2,Feb 2025,Q1 2025,Tuesday,14,Power Learner (8+),False
TT00075,U00134,CR00012,2025-12-29,487.92,PayPal,TC00040,syoung,26,Female,kroy@gmail.com,26–35,Business Strategy,Business,Paid,Advanced,487.92,36.01,3.64,2025,12,Dec 2025,Q4 2025,Monday,14,Power Learner (8+),False
TT00076,U00134,CR00030,2025-08-17,0.0,Credit Card,TC00042,syoung,26,Female,kroy@gmail.com,26–35,Reinforcement Learning,Machine Learning,Free,Intermediate,0.0,38.49,1.73,2025,8,Aug 2025,Q3 2025,Sunday,14,Power Learner (8+),True
TT00077,U00134,CR00011,2025-10-17,326.02,Credit Card,TC00040,syoung,26,Female,kroy@gmail.com,26–35,Entrepreneurship 101,Business,Paid,Intermediate,326.02,11.31,2.69,2025,10,Oct 2025,Q4 2025,Friday,14,Power Learner (8+),False
TT00078,U00144,CR00032,2025-12-28,0.0,Bank Transfer,TC00040,rodgerspaul,24,Female,amy66@hotmail.com,18–25,Ethical Hacking,Cybersecurity,Free,Advanced,0.0,16.74,2.38,2025,12,Dec 2025,Q4 2025,Sunday,13,Power Learner (8+),True
TT00079,U00144,CR00020,2025-10-03,0.0,Credit Card,TC00042,rodgerspaul,24,Female,amy66@hotmail.com,18–25,Email Marketing,Marketing,Free,Intermediate,0.0,46.25,4.11,2025,10,Oct 2025,Q4 2025,Friday,13,Power Learner (8+),True
TT00080,U00144,CR00042,2025-07-13,0.0,Bank Transfer,TC00040,rodgerspaul,24,Female,amy66@hotmail.com,18–25,Investment Strategies,Finance,Free,Intermediate,0.0,34.83,4.1,2025,7,Jul 2025,Q3 2025,Sunday,13,Power Learner (8+),True
TT00081,U00144,CR00012,2025-03-18,487.92,Credit Card,TC00042,rodgerspaul,24,Female,amy66@hotmail.com,18–25,Business Strategy,Business,Paid,Advanced,487.92,36.01,3.64,2025,3,Mar 2025,Q1 2025,Tuesday,13,Power Learner (8+),False
TT00082,U00147,CR00007,2025-09-02,0.0,PayPal,TC00040,patricklaura,30,Male,barbarapatterson@yahoo.com,26–35,UI/UX Design,Design,Free,Advanced,0.0,48.68,2.61,2025,9,Sep 2025,Q3 2025,Tuesday,12,Power Learner (8+),True
TT00083,U00147,CR00021,2025-12-03,0.0,PayPal,TC00040,patricklaura,30,Male,barbarapatterson@yahoo.com,26–35,Data Analysis with Python,Data Science,Free,Intermediate,0.0,1.2,3.6,2025,12,Dec 2025,Q4 2025,Wednesday,12,Power Learner (8+),True
TT00084,U00147,CR00044,2025-09-30,119.04,PayPal,TC00042,patricklaura,30,Male,barbarapatterson@yahoo.com,26–35,Personal Finance,Finance,Paid,Intermediate,119.04,23.41,2.75,2025,9,Sep 2025,Q3 2025,Tuesday,12,Power Learner (8+),False
TT00085,U00147,CR00001,2025-11-14,472.28,Credit Card,TC00042,patricklaura,30,Male,barbarapatterson@yahoo.com,26–35,Python Basics,Programming,Paid,Beginner,472.28,11.0,4.74,2025,11,Nov 2025,Q4 2025,Friday,12,Power Learner (8+),False
TT00086,U00149,CR00021,2025-03-11,0.0,Bank Transfer,TC00040,jacksonanthony,17,Female,yspencer@gmail.com,<18,Data Analysis with Python,Data Science,Free,Intermediate,0.0,1.2,3.6,2025,3,Mar 2025,Q1 2025,Tuesday,10,Power Learner (8+),True
TT00087,U00149,CR00032,2025-02-24,0.0,Bank Transfer,TC00040,jacksonanthony,17,Female,yspencer@gmail.com,<18,Ethical Hacking,Cybersecurity,Free,Advanced,0.0,16.74,2.38,2025,2,Feb 2025,Q1 2025,Monday,10,Power Learner (8+),True
TT00088,U00149,CR00049,2025-07-06,415.51,PayPal,TC00042,jacksonanthony,17,Female,yspencer@gmail.com,<18,Deep Learning,Artificial Intelligence,Paid,Intermediate,415.51,28.33,3.11,2025,7,Jul 2025,Q3 2025,Sunday,10,Power Learner (8+),False
TT00089,U00152,CR00033,2025-05-12,0.0,Credit Card,TC00040,hhill,19,Female,keith03@outlook.com,18–25,Cybersecurity Fundamentals,Cybersecurity,Free,Intermediate,0.0,48.25,3.93,2025,5,May 2025,Q2 2025,Monday,12,Power Learner (8+),True
TT00090,U00152,CR00001,2025-11-05,472.28,Credit Card,TC00042,hhill,19,Female,keith03@outlook.com,18–25,Python Basics,Programming,Paid,Beginner,472.28,11.0,4.74,2025,11,Nov 2025,Q4 2025,Wednesday,12,Power Learner (8+),False
TT00091,U00152,CR00008,2025-04-20,0.0,PayPal,TC00040,hhill,19,Female,keith03@outlook.com,18–25,Photoshop Mastery,Design,Free,Advanced,0.0,2.87,1.52,2025,4,Apr 2025,Q2 2025,Sunday,12,Power Learner (8+),True
TT00092,U00161,CR00024,2025-06-27,117.68,PayPal,TC00040,lawrence17,25,Female,tstone@outlook.com,18–25,Big Data Analytics,Data Science,Paid,Advanced,117.68,48.09,2.57,2025,6,Jun 2025,Q2 2025,Friday,11,Power Learner (8+),False
TT00093,U00161,CR00042,2025-03-11,0.0,Bank Transfer,TC00042,lawrence17,25,Female,tstone@outlook.com,18–25,Investment Strategies,Finance,Free,Intermediate,0.0,34.83,4.1,2025,3,Mar 2025,Q1 2025,Tuesday,11,Power Learner (8+),True
TT00094,U00161,CR00008,2025-04-16,0.0,Credit Card,TC00042,lawrence17,25,Female,tstone@outlook.com,18–25,Photoshop Mastery,Design,Free,Advanced,0.0,2.87,1.52,2025,4,Apr 2025,Q2 2025,Wednesday,11,Power Learner (8+),True
TT00095,U00161,CR00054,2025-10-07,0.0,Credit Card,TC00040,lawrence17,25,Female,tstone@outlook.com,18–25,Backend Development with Node.js,Web Development,Free,Beginner,0.0,48.57,3.32,2025,10,Oct 2025,Q4 2025,Tuesday,11,Power Learner (8+),True
TT00096,U00166,CR00002,2025-01-03,0.0,Bank Transfer,TC00040,campbellkelsey,33,Male,hinesjoshua@gmail.com,26–35,Java Programming,Programming,Free,Intermediate,0.0,37.7,2.43,2025,1,Jan 2025,Q1 2025,Friday,15,Power Learner (8+),True
TT00097,U00166,CR00004,2025-07-11,0.0,Credit Card,TC00042,campbellkelsey,33,Male,hinesjoshua@gmail.com,26–35,Advanced Python,Programming,Free,Beginner,0.0,45.13,2.88,2025,7,Jul 2025,Q3 2025,Friday,15,Power Learner (8+),True
TT00098,U00166,CR00020,2025-12-11,0.0,PayPal,TC00042,campbellkelsey,33,Male,hinesjoshua@gmail.com,26–35,Email Marketing,Marketing,Free,Intermediate,0.0,46.25,4.11,2025,12,Dec 2025,Q4 2025,Thursday,15,Power Learner (8+),True
TT00099,U00166,CR00018,2025-10-30,0.0,Credit Card,TC00040,campbellkelsey,33,Male,hinesjoshua@gmail.com,26–35,Social Media Marketing,Marketing,Free,Advanced,0.0,15.44,2.01,2025,10,Oct 2025,Q4 2025,Thursday,15,Power Learner (8+),True
TT00100,U00169,CR00013,2025-04-20,0.0,PayPal,TC00042,vasquezjohn,24,Male,youngmaurice@yahoo.com,18–25,Finance for Startups,Business,Free,Advanced,0.0,15.84,2.0,2025,4,Apr 2025,Q2 2025,Sunday,13,Power Learner (8+),True
TT00101,U00169,CR00044,2025-04-29,119.04,Credit Card,TC00040,vasquezjohn,24,Male,youngmaurice@yahoo.com,18–25,Personal Finance,Finance,Paid,Intermediate,119.04,23.41,2.75,2025,4,Apr 2025,Q2 2025,Tuesday,13,Power Learner (8+),False
